Destination,Duration(days),Travelerage,Travelergender,Travelernationality,Accommodationtype,Accommodationcost,Transportationtype,Transportationcost
Phuket,8,37.0,Male,Korean,Airbnb,1400,Flight,800
London,7,33.0,Female,Scottish,Hostel,1500,Plane,3000
"Paris, France",13,34.0,Male,Moroccan,Hotel,800,Train,1000
New York,10,30.0,Male,Brazilian,Hostel,1500,Train,3000
Sydney,7,29.0,Male,Taiwanese,Hotel,1200,Flight,150
"Seoul, South Korea",7,27.0,Female,American,Airbnb,1200,Train,500
New York,8,30.0,Male,American,Hotel,1000,Plane,800
Bali,10,45.0,Male,South African,Hotel,400,Plane,600
New York,7,27.0,Male,Chinese,Hotel,500,Plane,150
"Rio de Janeiro, Brazil",8,42.0,Female,South Korean,Hotel,900,Plane,300
"London, UK",8,31.0,Male,American,Airbnb,4000,Train,400
Bali,13,43.0,Male,Canada,Airbnb,2000,Plane,800
"Amsterdam, Netherlands",12,33.0,Male,American,Hotel,600,Plane,2000
"Paris, France",7,32.0,Female,Canada,Resort,300,Car,800
Brazil,8,30.0,Male,British,Riad,2200,Plane,200
"Bali, Indonesia",14,31.0,Male,Greece,Hotel,400,Bus,150
Dubai,11,24.0,Female,Australian,Hotel,400,Plane,600
"New York City, USA",13,46.0,Female,Cambodia,Hostel,400,Train,800
Santorini,7,31.0,Male,Italian,Hotel,300,Plane,2500
"Marrakech, Morocco",8,27.0,Male,Indian,Resort,600,Train,200
Bali,14,41.0,Male,Indian,Hotel,2000,Train,300
"New York City, USA",10,31.0,Male,Canadian,Hotel,400,Plane,800
Dubai,7,45.0,Male,British,Resort,2000,Plane,700
"Amsterdam, Netherlands",7,24.0,Male,Spanish,Hostel,800,Bus,150
"London, UK",7,45.0,Male,Canada,Hostel,700,Plane,800
"Edinburgh, Scotland",7,35.0,Male,Korean,Hostel,8000,Bus,400
"Cancun, Mexico",7,26.0,Male,American,Airbnb,1000,Plane,700
"Cape Town, SA",8,29.0,Male,South African,Hostel,180,Plane,700
"Amsterdam, Netherlands",8,40.0,Male,Indian,Hotel,700,Airplane,400
"Sydney, Aus",13,28.0,Male,Australian,Hostel,1200,Car rental,200
"Auckland, New Zealand",9,25.0,Male,Spanish,Resort,400,Plane,500
"Barcelona, Spain",8,29.0,Male,Taiwanese,Hotel,150,Car rental,150
Tokyo,7,25.0,Female,British,Airbnb,1000,Train,100
Bali,8,25.0,Male,Canadian,Villa,1100,Train,80
Brazil,12,29.0,Female,USA,Hotel,1200,Car rental,800
France,12,33.0,Male,British,Airbnb,5000,Plane,1000
"Tokyo, Japan",8,24.0,Female,New Zealander,Hostel,600,Plane,75
"Vancouver, Canada",7,29.0,Female,Dutch,Hotel,400,Plane,400
Hawaii,14,60.0,Male,Brazilian,Airbnb,1200,Train,200
"Vancouver, Canada",8,31.0,Female,South Korean,Airbnb,2000,Train,300
"Bangkok, Thai",10,42.0,Male,Spanish,Hotel,6000,Plane,300
"Sydney, Aus",7,29.0,Female,South Korea,Hotel,300,Plane,250
"Bangkok, Thailand",7,28.0,Male,Emirati,Hotel,1500,Train,200
Spain,7,30.0,Female,Moroccan,Airbnb,700,Plane,800
Rome,8,24.0,Female,Canadian,Resort,1200,Train,400
Rome,10,26.0,Male,Canadian,Airbnb,2000,Train,2000
Bali,12,24.0,Female,Canadian,Hostel,400,Plane,500
"Cancun, Mexico",8,33.0,Male,American,Airbnb,500,Plane,500
London,11,30.0,Male,Spanish,Airbnb,300,Flight,3000
Cape Town,8,38.0,Male,Indian,Vacation rental,7000,Flight,500
"Barcelona, Spain",8,50.0,Female,South Korean,Hotel,900,Train,600
Cape Town,8,28.0,Female,Canadian,Airbnb,1000,Plane,20
"Amsterdam, Netherlands",8,31.0,Female,Korean,Hotel,7000,Plane,400
London,11,32.0,Male,British,Hotel,2500,Train,600
"Bangkok, Thailand",7,27.0,Male,Greece,Hotel,1200,Flight,300
Santorini,8,45.0,Female,American,Hotel,1500,Plane,1500
"Paris, France",11,32.0,Female,Canada,Airbnb,900,Plane,600
Paris,13,42.0,Male,Scottish,Hotel,1200,Plane,2000
Bangkok,8,45.0,Male,American,Airbnb,1200,Airplane,2500
Sydney,11,28.0,Female,Canadian,Hotel,1100,Plane,400
New York,8,37.0,Male,Korean,Resort,2200,Car rental,150
"Los Angeles, USA",8,27.0,Male,American,Airbnb,2000,Flight,500
"New York City, USA",7,27.0,Male,Chinese,Hotel,1200,Airplane,500
"Cancun, Mexico",8,31.0,Male,Moroccan,Hotel,800,Flight,400
"Marrakech, Morocco",11,31.0,Male,Vietnamese,Hotel,800,Car rental,900
"Bangkok, Thailand",7,32.0,Male,USA,Hotel,400,Train,2000
"Seoul, South Korea",11,32.0,Female,Taiwan,Hostel,2500,Train,120
"Phuket, Thai",12,28.0,Male,Spanish,Resort,200,Plane,1000
"Sydney, Australia",8,31.0,Female,American,Airbnb,400,Plane,500
"Cape Town, SA",7,25.0,Male,Emirati,Airbnb,1000,Plane,700
"London, UK",13,34.0,Male,American,Resort,1400,Plane,700
Bali,12,38.0,Female,Canadian,Hotel,1500,Plane,800
Dubai,12,29.0,Male,Italian,Airbnb,3000,Bus,100
"Sydney, AUS",12,27.0,Female,British,Vacation rental,800,Car rental,500
"Athens, Greece",8,28.0,Male,Emirati,Hotel,800,Train,800
Bali,8,27.0,Female,South Korean,Hotel,600,Car rental,800
"Sydney, Australia",8,26.0,Male,Chinese,Hostel,500,Plane,200
"London, UK",7,28.0,Female,Vietnamese,Hostel,1200,Car,1000
Bali,14,29.0,Female,British,Resort,500,Plane,300
"Cancun, Mexico",9,31.0,Female,Spain,Hostel,500,Plane,200
Spain,9,38.0,Female,Korean,Airbnb,1000,Flight,500
Paris,7,28.0,Male,Hong Kong,Hostel,2500,Flight,350
Dubai,8,24.0,Female,Australian,Guesthouse,900,Car rental,50
Rome,8,45.0,Male,South African,Resort,5000,Plane,700
"Cancun, Mexico",7,33.0,Male,Dutch,Hotel,700,Plane,300
Phuket,7,25.0,Female,Canadian,Hotel,2000,Bus,300
"Cancun, Mexico",8,37.0,Female,Emirati,Airbnb,1100,Plane,200
Canada,9,27.0,Female,Spanish,Hotel,400,Car,1000
Rome,13,25.0,Female,Dutch,Hotel,800,Flight,400
"Marrakech, Morocco",13,50.0,Female,Spanish,Hotel,3000,Plane,900
"Auckland, New Zealand",8,39.0,Male,Chinese,Hotel,600,Plane,700
France,7,35.0,Female,Indian,Resort,6000,Flight,300
Bangkok,13,24.0,Male,Canadian,Hotel,900,Plane,900
"Bangkok, Thailand",9,25.0,Female,American,Villa,500,Plane,2000
France,8,27.0,Male,Japan,Hotel,1200,Train,200
"Vancouver, Canada",11,25.0,Female,Indian,Hotel,600,Car,700
"Amsterdam, Netherlands",8,41.0,Male,Germany,Hostel,2500,Car rental,1200
"Berlin, Germany",8,27.0,Female,British,Airbnb,1500,Train,500
"Rio de Janeiro, Brazil",8,25.0,Female,British,Hostel,1200,Plane,600
Bali,11,45.0,Male,Chinese,Hostel,800,Plane,500
"Paris, France",8,24.0,Female,United Kingdom,Hotel,2000,Car rental,2000
Amsterdam,10,45.0,Female,Brazilian,Hotel,2000,Plane,700
Tokyo,13,35.0,Female,American,Hostel,3000,Plane,800
"Bangkok, Thailand",11,26.0,Female,Indian,Hostel,900,Train,300
New York,8,37.0,Male,Taiwan,Resort,4000,Bus,700
"Vancouver, Canada",7,34.0,Male,American,Hotel,900,Flight,700
Sydney,12,42.0,Male,British,Hotel,300,Train,800
"Paris, France",7,35.0,Male,British,Hostel,1000,Car rental,200
"Auckland, New Zealand",7,28.0,Male,American,Resort,4000,Plane,200
Bangkok,13,47.0,Female,South African,Hotel,5000,Plane,800
"Marrakech, Morocco",7,39.0,Female,American,Hotel,1200,Car rental,500
New York,13,27.0,Female,American,Resort,400,Plane,800
"Tokyo, Japan",13,41.0,Male,American,Hotel,1000,Plane,200
London,8,33.0,Female,Korean,Airbnb,900,Flight,2500
Rome,7,24.0,Male,South Korea,Airbnb,900,Train,100
"Paris, France",10,45.0,Male,Italian,Hotel,1200,Train,150
Bangkok,11,45.0,Female,Chinese,Resort,1500,Car rental,700
New York,8,24.0,Female,Korean,Hotel,1200,Plane,700
"New York, USA",12,29.0,Female,American,Hostel,300,Car rental,200
"Cape Town, SA",14,26.0,Female,British,Hostel,700,Flight,2000
"Cancun, Mexico",8,35.0,Male,Canada,Airbnb,900,Plane,150
Brazil,8,35.0,Male,Vietnamese,Airbnb,900,Plane,300
Bali,8,30.0,Female,Korean,Airbnb,400,Plane,120
Spain,7,42.0,Female,Canadian,Hotel,1200,Car rental,1200
"Dubai, United Arab Emirates",8,24.0,Female,South African,Resort,300,Plane,100
"Cape Town, SA",7,27.0,Male,American,Airbnb,1400,Train,300
"Rio de Janeiro, Brazil",7,31.0,Female,Spain,Hostel,1200,Train,800
Dubai,7,31.0,Male,South Korean,Riad,1500,Flight,100
"Sydney, Australia",8,27.0,Female,American,Hostel,2000,Train,500
Tokyo,7,30.0,Female,Canadian,Resort,2200,Plane,700
Sydney,8,35.0,Male,American,Hostel,800,Flight,700
"Paris, France",10,25.0,Male,Korean,Airbnb,400,Train,250
"Bali, Indonesia",13,31.0,Female,South Korea,Resort,6000,Flight,100
"Paris, France",8,42.0,Female,South African,Riad,2000,Plane,100
London,11,39.0,Female,Australian,Hotel,1100,Plane,2000
Rome,7,42.0,Female,British,Hotel,6000,Plane,400
Rome,8,39.0,Female,Dutch,Airbnb,200,Plane,800
Barcelona,8,29.0,Female,United Arab Emirates,Hotel,800,Plane,300
"Tokyo, Japan",13,33.0,Female,American,Airbnb,1500,Train,300
"Cancun, Mexico",7,29.0,Male,British,Resort,800,Plane,150
Bali,7,45.0,Female,British,Vacation rental,1400,Train,300
"Tokyo, Japan",13,29.0,Female,Spain,Hotel,800,Plane,1000
Tokyo,7,33.0,Female,Vietnamese,Hotel,1500,Train,700
"New York, USA",9,25.0,Male,Canadian,Hostel,700,Plane,100
Rome,10,24.0,Female,New Zealander,Hotel,3000,Plane,800
Brazil,7,35.0,Female,Japan,Hotel,500,Plane,200
Tokyo,8,29.0,Male,Cambodia,Airbnb,1000,Plane,50
Bali,8,25.0,Female,British,Hostel,1000,Train,200
"Bali, Indonesia",7,45.0,Female,United Arab Emirates,Villa,400,Car rental,700
Brazil,11,29.0,Female,Chinese,Airbnb,700,Plane,50
"New York City, USA",7,23.0,Female,Emirati,Airbnb,5000,Plane,1200
Tokyo,13,31.0,Male,British,Resort,800,Plane,300
"Sydney, Australia",8,39.0,Female,American,Riad,200,Plane,200
Paris,8,32.0,Female,American,Hostel,800,Train,1500
Bangkok,8,31.0,Male,American,Guesthouse,6000,Train,400
"Sydney, Aus",8,35.0,Male,Korean,Hostel,3000,Plane,300
"New York, USA",8,29.0,Male,Chinese,Airbnb,400,Train,500
Bali,9,35.0,Male,Spanish,Hotel,3000,Train,200
"Sydney, Australia",7,31.0,Female,Australian,Resort,1000,Car rental,400
"Sydney, Aus",12,29.0,Female,China,Hostel,400,Plane,100
"Rome, Italy",8,27.0,Male,Korean,Airbnb,1200,Train,150
Rome,12,31.0,Female,American,Hotel,800,Plane,75
"Amsterdam, Netherlands",12,25.0,Male,Spanish,Airbnb,600,Train,100
"Marrakech, Morocco",11,42.0,Female,Korean,Hotel,350,Plane,50
Sydney,7,30.0,Female,Spanish,Airbnb,400,Car rental,2500
"Rio de Janeiro, Brazil",11,27.0,Male,American,Hostel,1300,Car rental,2000
"Marrakech, Morocco",8,37.0,Male,American,Hotel,500,Car rental,700
Bali,8,42.0,Female,Taiwanese,Airbnb,900,Plane,700
"Cancun, Mexico",10,27.0,Female,Scottish,Airbnb,1200,Plane,600
"Bangkok, Thailand",7,33.0,Female,New Zealander,Vacation rental,2200,Plane,800
"Bali, Indonesia",7,28.0,Male,Japan,Airbnb,900,Flight,100
"Bangkok, Thailand",12,28.0,Male,Italian,Hostel,1500,Airplane,200
"Paris, France",7,38.0,Female,American,Hostel,1200,Plane,400
Thailand,8,27.0,Female,British,Hotel,1200,Plane,100
"Cape Town, SA",13,26.0,Female,American,Vacation rental,900,Subway,700
New York,7,34.0,Female,South African,Resort,500,Car,600
"Bangkok, Thailand",7,27.0,Male,Italian,Airbnb,400,Car,3000
"New York, USA",8,27.0,Male,American,Hotel,400,Plane,3000
"Marrakech, Morocco",13,31.0,Male,American,Airbnb,400,Car,2000
Tokyo,8,33.0,Male,Korean,Resort,1200,Train,900
New York,7,45.0,Female,Canadian,Hotel,1200,Car rental,400
"Vancouver, Canada",11,27.0,Female,Taiwan,Hotel,2200,Plane,200
"Sydney, Australia",12,39.0,Female,Brazil,Hotel,6000,Car rental,200
"Tokyo, Japan",11,29.0,Male,Korean,Hotel,1200,Train,50
"Sydney, Aus",10,23.0,Female,American,Hostel,1100,Airplane,700
New York,8,32.0,Female,Canada,Airbnb,500,Plane,150
Amsterdam,9,27.0,Male,Chinese,Hotel,350,Train,1000
Amsterdam,7,24.0,Female,Spanish,Hotel,900,Flight,500
"Rio de Janeiro, Brazil",10,31.0,Female,American,Hotel,7000,Train,800
"Auckland, New Zealand",8,38.0,Female,Taiwan,Hotel,1000,Car,150
"Bangkok, Thailand",8,33.0,Male,French,Hotel,200,Car rental,800
London,7,23.0,Female,Korean,Airbnb,1300,Bus,150
Sydney,8,29.0,Male,South Korean,Hotel,5000,Car rental,50
Bangkok,8,35.0,Female,American,Hotel,300,Train,700
"Paris, France",12,28.0,Female,American,Hotel,1100,Plane,800
Spain,12,35.0,Female,Chinese,Airbnb,600,Plane,1200
"Bali, Indonesia",7,43.0,Female,Brazilian,Resort,1000,Train,800
"Marrakech, Morocco",11,33.0,Male,Indian,Hotel,800,Plane,900
"Marrakech, Morocco",13,41.0,Female,British,Hotel,700,Train,400
Italy,7,36.0,Female,Australian,Resort,900,Flight,150
"Honolulu, Hawaii",8,50.0,Female,American,Resort,900,Train,200
Bali,12,33.0,Male,Indian,Airbnb,900,Car rental,700
"Athens, Greece",14,37.0,Male,Emirati,Hotel,150,Plane,500
"Vancouver, Canada",10,24.0,Female,Korean,Hotel,700,Plane,150
"Auckland, New Zealand",12,35.0,Male,South Korean,Vacation rental,700,Plane,1200
"Vancouver, Canada",7,33.0,Female,Indian,Hostel,2000,Train,150
Bangkok,8,27.0,Female,Dutch,Hostel,400,Train,500
Paris,13,45.0,Female,British,Hotel,600,Flight,100
"Sydney, Aus",8,45.0,Female,Korean,Hotel,900,Plane,100
"Bangkok, Thailand",11,55.0,Female,Korean,Hostel,2500,Flight,500
Barcelona,10,30.0,Male,American,Hotel,300,Car rental,500
Rome,14,42.0,Female,Spanish,Hotel,2200,Train,200
"London, UK",7,45.0,Male,Korean,Resort,7000,Flight,1500
"Amsterdam, Netherlands",8,31.0,Male,Taiwan,Airbnb,1300,Train,700
"Rome, Italy",14,30.0,Female,Australian,Hotel,1000,Train,600
New York,7,55.0,Female,United Kingdom,Hotel,400,Airplane,500
"Barcelona, Spain",9,33.0,Male,American,Resort,2000,Airplane,200
Paris,10,45.0,Male,British,Airbnb,1100,Train,200
Brazil,7,42.0,Male,American,Hotel,600,Flight,1000
"Cape Town, South Africa",7,29.0,Female,Chinese,Airbnb,2000,Plane,500
Santorini,7,45.0,Female,Indian,Airbnb,700,Airplane,700
Bali,7,39.0,Female,Italy,Vacation rental,6000,Flight,500
Australia,7,45.0,Male,Australian,Hostel,1000,Plane,300
"Cape Town, South Africa",7,30.0,Male,Spanish,Resort,2000,Plane,600
"Sydney, Australia",11,29.0,Female,Canadian,Hotel,3000,Ferry,200
"Edinburgh, Scotland",8,29.0,Female,Korean,Hostel,500,Plane,200
"Cancun, Mexico",12,45.0,Female,Italian,Airbnb,400,Plane,2000
"Rome, Italy",13,31.0,Male,Indian,Hotel,900,Train,500
Dubai,7,32.0,Male,American,Resort,800,Train,150
New York,10,28.0,Female,British,Hostel,900,Ferry,800
"Cancun, Mexico",8,28.0,Male,American,Airbnb,1200,Car rental,250
Canada,8,25.0,Male,Spanish,Airbnb,350,Flight,150
"Edinburgh, Scotland",13,42.0,Male,Chinese,Airbnb,800,Train,1500
Barcelona,11,33.0,Male,China,Airbnb,2000,Car rental,3000
"Seoul, South Korea",10,60.0,Male,Indian,Resort,7000,Plane,1000
"Tokyo, Japan",8,29.0,Male,Korean,Resort,3000,Train,1200
"Dubai, United Arab Emirates",7,30.0,Female,Australian,Hotel,1200,Flight,150
Sydney,8,29.0,Male,South Korea,Hotel,1500,Plane,100
"Bali, Indonesia",11,30.0,Female,Greece,Hostel,1300,Train,400
Paris,8,25.0,Female,Korean,Villa,700,Plane,400
Egypt,12,31.0,Male,Indian,Airbnb,1800,Car rental,800
Paris,7,28.0,Male,South Korean,Villa,150,Subway,500
Paris,12,33.0,Male,Chinese,Hotel,1000,Train,300
London,7,28.0,Female,American,Airbnb,200,Plane,200
Greece,8,55.0,Female,American,Airbnb,2200,Flight,80
"Vancouver, Canada",7,25.0,Female,Mexican,Hostel,900,Train,200
Paris,11,26.0,Female,Canadian,Hotel,900,Train,2500
Australia,8,41.0,Female,American,Hotel,3000,Train,300
Dubai,8,29.0,Male,Australian,Airbnb,600,Train,700
Rome,8,26.0,Male,American,Guesthouse,1100,Flight,700
"Phuket, Thailand",9,32.0,Female,Italian,Resort,1000,Train,250
Paris,8,27.0,Female,Moroccan,Hostel,700,Plane,300
"Edinburgh, Scotland",14,27.0,Male,Emirati,Hotel,800,Plane,900
"Edinburgh, Scotland",13,42.0,Male,Spain,Airbnb,900,Plane,600
"Marrakech, Morocco",9,39.0,Male,Japan,Villa,1000,Train,800
"New York City, USA",12,30.0,Female,South Korea,Hotel,1500,Bus,700
"New York, USA",13,38.0,Male,Korean,Hotel,1200,Train,1000
"Barcelona, Spain",13,33.0,Male,Singapore,Hostel,500,Flight,1200
Bali,8,27.0,Male,Vietnamese,Hotel,800,Train,200
Paris,11,55.0,Female,Canadian,Hotel,500,Plane,250
Rome,11,26.0,Female,American,Hotel,500,Plane,1000
"New York City, USA",14,28.0,Male,American,Airbnb,1200,Car rental,300
Phnom Penh,9,34.0,Male,Canadian,Vacation rental,1100,Airplane,300
"Rome, Italy",12,33.0,Male,Canadian,Hotel,700,Plane,250
"Edinburgh, Scotland",7,41.0,Female,Australian,Villa,400,Train,500
Paris,12,37.0,Female,British,Hotel,400,Plane,150
Bali,8,27.0,Female,American,Hotel,7000,Car rental,600
France,13,32.0,Male,Spanish,Resort,1100,Flight,150
"Bali, Indonesia",8,28.0,Female,New Zealander,Guesthouse,1200,Plane,900
"New York, USA",8,28.0,Female,Canadian,Hotel,500,Bus,1000
Bangkok,8,27.0,Female,American,Resort,1100,Train,600
"Rio de Janeiro, Brazil",12,29.0,Female,Korean,Hotel,900,Plane,900
Sydney,10,38.0,Female,American,Hostel,600,Bus,500
"Paris, France",12,29.0,Female,Chinese,Hotel,1200,Car,600
Italy,10,28.0,Female,Canadian,Hotel,500,Train,2500
"Honolulu, Hawaii",13,39.0,Female,Italian,Resort,800,Plane,3000
London,12,28.0,Male,British,Hostel,1200,Plane,800
Brazil,7,33.0,Male,Canada,Airbnb,500,Plane,800
"Paris, France",7,27.0,Female,Spanish,Hostel,7000,Plane,250
Bangkok,8,38.0,Female,Italian,Villa,2200,Bus,900
"Honolulu, Hawaii",8,39.0,Female,Taiwanese,Hotel,500,Plane,500
Sydney,7,37.0,Male,Japanese,Hostel,600,Plane,3000
Dubai,8,31.0,Male,South African,Resort,900,Plane,500
"Athens, Greece",8,34.0,Male,Korean,Hotel,1200,Car rental,50
London,9,24.0,Male,British,Hotel,1400,Train,200
"Rome, Italy",8,42.0,Male,Indian,Hotel,400,Plane,300
Spain,7,29.0,Male,American,Airbnb,500,Car rental,400
Tokyo,12,23.0,Male,Taiwan,Hotel,900,Train,600
"New York, USA",14,27.0,Male,Spanish,Hotel,800,Car rental,700
Thailand,8,26.0,Male,UK,Hotel,1000,Bus,500
"Sydney, AUS",8,33.0,Female,American,Hostel,700,Plane,200
Phuket,8,45.0,Female,Chinese,Hostel,2200,Plane,500
Brazil,7,31.0,Female,Australian,Villa,1100,Car rental,2000
London,8,26.0,Male,Canadian,Hotel,2200,Plane,200
"Cape Town, SA",13,29.0,Male,American,Hotel,400,Plane,700
Phnom Penh,13,41.0,Female,Emirati,Hotel,400,Plane,700
Cape Town,9,25.0,Female,British,Hostel,1200,Car rental,400
"Phuket, Thailand",7,29.0,Female,Australian,Hotel,800,Plane,1500
"Paris, France",8,45.0,Female,American,Hostel,2000,Subway,1000
"Sydney, Australia",14,24.0,Male,American,Airbnb,700,Plane,800
"Bali, Indonesia",12,26.0,Female,Vietnamese,Hostel,7000,Plane,20
"Rio de Janeiro, Brazil",14,39.0,Female,Brazilian,Hostel,500,Car rental,250
London,7,29.0,Female,American,Hostel,500,Train,500
"Cancun, Mexico",7,26.0,Female,South Korean,Hotel,1500,Train,200
London,7,20.0,Female,Japanese,Resort,400,Plane,1000
"Barcelona, Spain",8,29.0,Male,American,Hostel,2200,Ferry,600
London,7,27.0,Male,South Korean,Resort,200,Plane,700
"New York City, USA",13,27.0,Male,South African,Hostel,1500,Train,200
"Sydney, AUS",8,45.0,Male,Singapore,Villa,900,Bus,1000
"Bali, Indonesia",9,47.0,Female,Spanish,Villa,8000,Plane,700
"Bali, Indonesia",10,41.0,Female,Mexican,Hotel,800,Plane,800
Dubai,7,31.0,Female,American,Hostel,1500,Car rental,300
"Bangkok, Thailand",7,35.0,Female,Spanish,Airbnb,800,Car rental,300
"Cape Town, SA",11,41.0,Male,American,Hotel,1000,Plane,100
"Bali, Indonesia",7,29.0,Female,British,Airbnb,900,Train,100
"Barcelona, Spain",7,41.0,Male,Korean,Airbnb,1200,Plane,100
"Tokyo, Japan",7,27.0,Female,British,Airbnb,180,Plane,800
Bali,8,27.0,Female,South African,Hotel,1200,Train,500
Bali,11,45.0,Male,Hong Kong,Hostel,3000,Plane,700
"New York, USA",7,35.0,Female,Korean,Airbnb,1000,Car rental,150
"Marrakech, Morocco",7,30.0,Female,Chinese,Hostel,400,Plane,150
"Bali, Indonesia",7,46.0,Female,Korean,Hostel,900,Plane,400
"Barcelona, Spain",8,26.0,Female,Australian,Hotel,600,Train,100
Cape Town,8,25.0,Male,South African,Hotel,600,Plane,700
"Phuket, Thailand",8,45.0,Male,Italian,Hotel,600,Plane,1000
Santorini,8,38.0,Male,Mexican,Villa,500,Car rental,1000
Tokyo,10,31.0,Female,Chinese,Hotel,800,Train,700
"Phuket, Thai",7,35.0,Male,Indian,Resort,400,Plane,3000
Bali,13,41.0,Female,Australian,Hotel,400,Train,150
Bali,8,27.0,Male,American,Hotel,500,Train,300
"Rome, Italy",12,26.0,Male,British,Resort,600,Car rental,700
"Bali, Indonesia",8,31.0,Male,British,Airbnb,600,Plane,500
"Cancun, Mexico",11,28.0,Male,Korean,Hotel,4000,Ferry,500
"Paris, France",7,26.0,Female,Emirati,Airbnb,900,Flight,100
"Bali, Indonesia",8,32.0,Female,Canada,Vacation rental,1200,Plane,400
"Bali, Indonesia",7,45.0,Female,Korean,Hotel,700,Car rental,100
Sydney,8,38.0,Male,South Korean,Airbnb,1200,Plane,3000
"Tokyo, Japan",9,28.0,Female,British,Hotel,1800,Ferry,75
"Tokyo, Japan",10,42.0,Female,British,Hotel,500,Plane,800
Barcelona,8,24.0,Female,Brazil,Hostel,1200,Plane,600
Bali,8,27.0,Male,Brazilian,Hostel,1400,Plane,2000
"Cancun, Mexico",11,29.0,Female,Mexican,Hotel,150,Bus,300
"Sydney, AUS",11,27.0,Male,UK,Airbnb,1200,Plane,900
"Amsterdam, Netherlands",8,31.0,Male,South African,Airbnb,500,Plane,800
Italy,7,29.0,Male,China,Hotel,900,Car,100
"Paris, France",8,45.0,Female,Korean,Hostel,500,Plane,300
Bali,7,27.0,Female,Korean,Hotel,1500,Car rental,350
"Rio de Janeiro, Brazil",7,42.0,Female,South African,Hostel,3000,Bus,700
Tokyo,8,30.0,Male,Brazilian,Hotel,1200,Plane,800
"Cape Town, SA",11,28.0,Female,Australian,Hotel,700,Train,2500
"New York City, USA",12,35.0,Female,Germany,Hotel,2000,Plane,600
Tokyo,12,38.0,Male,American,Hotel,1200,Plane,700
Cape Town,7,27.0,Female,Chinese,Airbnb,1200,Plane,200
"Berlin, Germany",11,45.0,Male,American,Hotel,5000,Plane,800
"Cape Town, SA",14,34.0,Male,American,Hotel,800,Train,400
"Cape Town, South Africa",8,35.0,Male,Canadian,Villa,800,Plane,1200
"New York, USA",7,32.0,Male,American,Hostel,6000,Flight,2000
Rome,7,27.0,Male,British,Hotel,700,Car rental,500
"Paris, France",7,33.0,Female,Greece,Vacation rental,1200,Bus,300
Bali,12,29.0,Female,Spanish,Hostel,200,Plane,1500
Sydney,8,27.0,Male,Taiwan,Airbnb,3000,Plane,600
"Phuket, Thai",12,35.0,Female,American,Airbnb,1000,Plane,100
Tokyo,7,26.0,Male,British,Hostel,500,Plane,700
New York,11,36.0,Female,Brazilian,Airbnb,1000,Plane,800
"Sydney, Australia",8,27.0,Female,South African,Hotel,1000,Car rental,500
"Paris, France",8,27.0,Male,British,Hotel,900,Bus,75
"Cape Town, SA",10,33.0,Female,Chinese,Hostel,900,Flight,250
Rome,13,47.0,Male,British,Hotel,800,Car rental,75
Greece,7,27.0,Male,Moroccan,Hotel,1200,Train,600
"Cancun, Mexico",11,45.0,Male,American,Hotel,900,Car rental,500
New York,8,27.0,Male,Australian,Hostel,1400,Car rental,600
Bali,8,33.0,Female,Chinese,Hotel,600,Plane,1500
"Phuket, Thai",7,29.0,Male,British,Hotel,400,Car rental,500
"Barcelona, Spain",8,29.0,Female,American,Hotel,1100,Plane,1000
Mexico,8,30.0,Female,American,Riad,400,Car rental,700
Santorini,7,40.0,Male,South African,Hostel,1300,Plane,500
Rome,14,33.0,Male,Brazilian,Resort,1100,Flight,400
Brazil,7,29.0,Female,British,Hotel,600,Plane,600
